ObjectId,Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
146,Nepal,NP,NPL,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.091,-0.492,-0.211,0.17,-0.403,0.27,-0.281,-0.422,0.092,0.1,-0.52,-0.016,0.159,0.168,-0.072,0.002,-0.041,-0.422,0.331,0.18,0.004,-0.063,-0.315,0.032,0.417,-0.007,0.378,0.599,0.087,-0.03,0.06,-0.106,-0.203,0.121,0.233,0.186,-0.424,0.292,0.669,0.098,0.456,0.549,0.309,0.357,0.698,0.809,0.489,0.331,1.111,1.137,0.212,0.411,0.193,0.319,0.556,1.068,1.069,0.679,0.797,0.301,0.659,1.015,1.139,1.287
147,"Netherlands, The",NL,NLD,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.856,-0.905,-1.272,-0.341,-0.73,0.27,0.755,0.157,-0.006,-0.588,0.049,-0.118,0.291,0.231,1.036,0.712,0.161,-0.067,-0.902,0.011,0.337,0.467,0.87,0.068,-0.844,-0.186,-0.491,0.807,1.553,1.578,0.276,1.195,0.26,1.378,1.556,-0.765,0.625,1.082,1.589,1.61,1.283,1.542,1.221,1.17,1.266,1.523,2.091,1.443,1.229,0.111,1.08,1.163,0.44,2.572,1.298,1.943,1.728,2.132,2.136,2.473,1.304,2.588,2.331,2.725
148,New Caledonia,NC,NCL,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.198,0.132,-0.158,0.218,-0.751,-0.581,0.093,-0.365,-0.091,0.516,0.187,-0.148,0.853,0.348,0.286,0.157,-0.096,0.04,-0.041,0.166,0.145,0.043,0.551,0.164,0.344,0.208,-0.091,0.889,0.32,0.597,0.155,0.27,0.021,-0.042,0.807,1.002,0.304,1.767,0.986,0.472,0.753,0.765,0.571,0.694,0.547,0.451,0.853,0.791,0.567,0.878,0.673,0.385,0.651,0.672,0.884,1.55,1.297,0.95,0.894,1.19,1.097,1.828,0.755,1.469
149,New Zealand,NZ,NZL,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.279,0.584,-0.354,-0.454,-0.451,-0.214,-0.157,-0.059,-0.377,0.595,0.675,0.112,0.186,0.363,0.588,-0.511,-0.387,0.389,0.318,0.009,0.429,-0.061,-0.293,0.174,0.395,0.379,0.409,0.532,0.752,0.589,-0.019,-0.7,-0.417,-0.118,0.055,0.198,-0.16,0.948,0.985,0.242,0.547,0.396,0.214,-0.006,0.403,0.351,0.202,0.522,0.018,0.556,0.63,0.073,0.908,0.436,0.457,1.101,0.498,1.029,0.97,0.755,0.816,1.15,0.93,0.629
150,Nicaragua,NI,NIC,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.192,-0.086,-0.116,-0.147,-0.266,0.248,-0.326,-0.244,0.134,-0.196,-0.407,0.225,0.381,-0.218,0.013,-0.066,0.475,0.237,0.255,0.447,0.277,0.475,0.771,0.189,0.029,0.098,0.79,0.568,0.113,0.399,0.477,0.43,0.414,0.623,0.803,0.065,0.754,1.285,0.238,0.093,0.178,0.444,0.8,0.626,0.697,0.677,0.791,0.281,0.768,0.671,0.391,0.498,0.867,0.856,1.102,1.233,0.823,0.856,1.249,1.299,1.031,0.847,1.488,1.708
151,Niger,NE,NER,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.664,-0.146,0.411,-0.283,-0.039,-0.13,-0.395,-0.048,0.796,0.037,-0.124,0.305,0.385,-0.049,-0.476,0.23,-0.402,0.146,0.666,0.459,-0.029,0.312,-0.062,0.529,0.217,0.656,0.581,0.527,-0.44,0.453,0.856,-0.297,0.396,0.309,0.433,1.077,0.736,0.683,0.553,0.715,0.209,0.573,0.819,0.638,1.208,1.224,0.935,0.413,1.505,1.679,1.087,0.719,0.94,1.121,0.925,1.072,0.945,1.147,1.101,0.914,1.571,0.534,1.611,1.244
152,Nigeria,NG,NGA,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.251,-0.267,0.257,-0.294,-0.058,-0.092,-0.323,-0.045,0.384,0.22,-0.043,0.132,0.85,0.122,-0.277,0.056,0.319,0.037,0.561,0.4,0.201,0.38,0.303,0.838,0.443,0.608,0.878,0.586,-0.34,0.624,0.659,-0.067,0.565,0.498,0.453,0.811,0.737,1.125,0.824,0.591,0.272,0.792,0.859,0.816,1.238,1.315,0.947,0.696,1.388,1.512,0.951,0.614,1.014,1.101,1.26,1.228,1.245,1.152,1.26,1.157,1.647,0.969,1.599,1.559
153,Niue,NU,NIU,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.214,-0.363,-0.473,0.077,-0.539,-0.427,-0.281,-0.12,,,,-0.017,0.75,0.266,0.095,0.421,0.262,0.413,0.355,0.279,0.08,0.291,0.553,0.654,0.459,0.341,0.452,0.821,0.362,0.46,0.704,0.336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Norfolk Island,NF,NFK,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.315,0.396,0.1,0.17,-0.452,-0.265,0.201,-0.005,-0.365,0.446,0.378,-0.088,0.758,,,-0.179,-0.246,-0.118,0.015,-0.032,0.195,-0.042,0.269,0.149,0.212,0.282,-0.015,0.8,0.516,0.486,0.131,-0.143,-0.107,-0.161,0.463,0.818,-0.165,1.409,,0.189,0.49,0.406,0.285,0.534,0.566,0.448,0.534,0.423,0.597,0.86,0.961,0.491,0.543,0.385,0.922,1.44,1.107,1.091,1.057,1.094,1.003,1.615,0.624,1.557
155,"North Macedonia, Republic of ",MK,MKD,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,-0.001,1.458,-0.068,-0.134,-0.126,0.752,0.597,1.073,1.596,0.364,0.635,0.37,0.151,0.39,1.531,1.139,1.017,1.363,0.752,1.464,1.428,1.341,1.528,1.703,1.121,2.133,1.888,1.589,1.709,1.563,2.392,2.994
156,Norway,NO,NOR,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",1.24,-0.77,-0.124,0.378,-0.259,-1.634,0.565,-0.931,-0.166,-0.689,-0.074,0.939,0.925,0.972,1.065,-0.035,-0.549,-0.099,-1.069,-0.311,-0.491,-0.05,0.637,0.537,-0.591,-0.429,-0.828,0.475,1.743,1.519,0.983,1.124,0.7,0.066,0.944,-0.058,0.765,0.386,1.262,1.432,0.617,1.395,1.089,1.302,1.753,1.504,1.699,1.615,1.4,-0.337,1.394,1.051,0.787,2.405,1.771,1.709,1.542,1.481,1.188,2.37,1.489,1.895,1.194,1.908
157,Oceania,,OCETMP,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.12,0.15,-0.095,-0.02,0.068,-0.248,-0.107,-0.204,0.093,0.032,-0.01,0.063,0.774,-0.307,0.066,-0.501,0.141,0.091,0.344,0.795,0.452,0.138,0.558,-0.153,0.296,0.335,0.322,0.886,0.144,0.504,0.716,0.214,0.387,0.162,0.35,0.528,0.287,1.014,0.511,0.105,0.3,0.648,0.737,0.602,1.059,0.591,0.793,0.524,0.877,0.621,0.165,0.23,1.359,1.046,0.948,1.087,1.038,1.028,1.301,1.309,0.59,0.721,0.87,1.412
158,Oman,OM,OMN,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.286,0.289,0.494,-0.35,-0.106,0.309,0.024,-0.679,0.039,0.635,0.053,-0.095,-0.167,-0.133,-0.221,0.224,0.545,0.133,0.117,-0.032,0.304,-0.565,-0.582,-0.537,0.016,0.04,0.177,0.288,-0.277,0.153,-0.237,-0.447,0.381,0.263,0.111,0.058,-0.084,1.016,0.887,0.844,0.959,1.283,1.185,1.095,1.158,1.218,1.056,0.929,1.145,1.54,1.277,1.208,0.931,0.924,1.671,1.355,1.886,1.615,1.319,0.947,1.744,1.53,1.666,1.81
159,Pakistan,PK,PAK,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.255,-0.215,0.442,-0.359,-0.258,-0.121,-0.299,-0.445,0.278,0.581,0.213,-0.46,0.124,-0.163,-0.581,-0.291,0.239,-0.172,-0.149,0.336,0.204,-0.461,-0.487,-0.318,0.123,-0.404,0.041,0.591,-0.416,0.252,-0.404,-0.496,0.323,0.075,-0.198,-0.26,-0.505,0.326,0.72,0.582,0.658,0.9,0.401,0.941,0.127,0.973,0.598,0.314,0.96,1.219,0.769,0.205,0.748,0.34,0.526,1.156,1.222,1.311,0.506,0.342,1.026,1.265,1.046,1.48
160,"Palau, Rep. of",PW,PLW,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022,-0.036,0.186,0.23,0.278,0.254,0.506,0.307,0.286,0.325,0.437,0.372,0.578,0.404,0.437,0.527,,0.545,0.485,0.452,0.641,0.749,0.794,1.048,1.101,0.955,0.979,,,0.914,1.056,1.276,1.728
161,Panama,PA,PAN,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",,,,,-0.265,0.069,-0.255,-0.226,0.164,0.055,-0.404,0.037,0.127,-0.401,-0.327,-0.013,0.309,0.218,0.24,0.49,0.303,0.424,0.967,0.038,-0.082,0.205,0.703,0.323,0.144,0.439,0.533,0.375,0.452,0.379,0.343,0.221,0.668,1.065,-0.017,0.085,0.569,0.709,0.82,0.603,0.652,0.554,0.541,0.269,0.79,0.854,0.444,0.47,0.777,0.704,0.784,0.784,0.664,1.069,1.274,1.366,0.968,0.774,1.496,1.827
162,Papua New Guinea,PG,PNG,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.174,0.22,-0.017,0.092,-0.525,-0.142,-0.252,-0.109,0.14,0.198,-0.003,-0.34,0.172,0,0.019,-0.336,-0.118,0.131,0.088,0.104,0.186,-0.189,0.264,0.164,0.076,0.19,0.251,0.529,0.283,0.262,0.186,0.374,0.204,0.211,0.471,0.444,0.015,0.832,0.218,0.293,0.439,0.534,0.578,0.212,0.53,0.149,0.337,0.243,0.28,0.909,0.254,0.147,0.608,0.194,0.118,0.792,0.787,0.561,0.575,0.934,1.062,1.104,0.718,1.338
163,Paraguay,PY,PRY,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.574,-0.639,0.889,-0.292,-0.077,-0.077,0.476,-0.061,0.351,0.238,-0.41,0.434,0.122,-0.226,-0.024,-0.347,0.782,0.723,0.18,0.234,0.477,0.435,-0.302,0.508,0.438,0.898,0.247,0.012,-0.014,0.101,0.72,-0.319,0.276,0.972,0.661,0.239,1.018,0.299,0.176,0.221,0.761,1.218,0.832,0.459,0.616,1.012,0.342,0.381,1.011,0.452,0.735,0.943,0.473,1.256,1.608,0.362,1.309,0.686,1.456,1.533,0.879,0.852,2.068,2.381
164,Peru,PE,PER,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.002,-0.147,0.011,-0.243,0.162,0.063,-0.271,-0.335,0.47,-0.028,-0.458,0.276,0.145,-0.301,-0.261,-0.118,0.269,0.111,0.254,0.373,0.06,0.172,1.244,0.211,0.114,0.157,0.861,0.46,0.029,0.365,0.484,0.9,0.561,0.545,0.794,0.174,0.853,1.304,0.33,0.393,0.457,0.762,0.727,0.711,0.803,0.76,0.568,0.634,0.883,1.107,0.886,0.987,0.749,0.976,1.35,1.515,1.102,0.884,1.196,1.663,1.2,0.692,1.917,1.854
165,Philippines,PH,PHL,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.134,-0.107,-0.349,-0.025,-0.29,0.171,-0.154,-0.123,0.118,0.198,-0.345,0.011,0.294,-0.062,0.07,-0.142,0.284,0.211,0.371,0.175,0.278,0.178,0.639,0.206,0.364,0.295,0.681,0.797,0.253,0.427,0.375,0.388,0.364,0.432,0.447,0.368,0.454,1.252,0.519,0.642,0.757,0.661,0.78,0.678,0.787,0.829,0.877,0.543,0.677,1.018,0.585,0.879,1.018,0.87,1.109,1.569,1.192,1.225,1.304,1.447,1.309,1.275,1.44,1.542
166,Pitcairn Islands,PN,PCN,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.564,0.112,0.185,0.248,0.235,-0.481,0.392,-0.382,-0.273,0.376,0.064,-0.327,-0.317,0.032,0.127,-0.236,-0.565,-0.105,-0.397,-0.057,0.005,0.101,-0.554,0.285,0.248,0.033,-0.373,-0.114,0.199,-0.023,-0.447,-0.557,-0.736,-0.375,-0.218,-0.431,-0.45,-0.643,,0.297,0.053,0.392,-0.262,-0.657,-0.429,0.332,-0.092,-0.174,-0.334,-0.145,,,,,,,,,,,,,,
167,"Poland, Rep. of",PL,POL,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",1.397,-0.516,-0.884,-0.718,-1.064,0.554,1.138,0.462,-0.489,-1.284,0.137,0.481,0.422,0.494,1.49,-0.291,0.43,-0.227,-0.77,-0.753,0.444,0.331,1.458,0.247,-1.035,0.029,-1.067,0.693,1.709,1.722,0.427,1.162,0.081,1.385,1.125,-0.775,0.026,0.959,1.212,1.895,1.3,1.716,0.379,0.79,0.889,0.841,2.153,1.757,1.278,0.404,0.766,1.381,0.65,2.366,1.996,2.04,1.461,2.424,2.637,2.666,1.448,2.036,2.465,3.375
168,Portugal,PT,PRT,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",0.833,0.539,-0.072,0.526,-0.219,0.29,-0.043,0.021,-0.355,0.07,-0.897,-0.935,-0.093,-0.478,-0.126,-0.396,-0.308,0.133,0.125,0.235,0.512,0.517,0.238,-0.177,0.466,0.033,0.683,0.566,1.057,1.343,0.382,0.372,-0.25,0.619,1.598,0.685,1.546,1.144,0.533,0.558,1.046,0.595,1.364,0.912,0.883,1.449,0.667,0.557,1.263,1.009,1.496,0.688,0.828,1.247,1.292,1.584,2.028,0.782,1.169,1.868,1.101,2.141,2.414,1.999
169,Puerto Rico,PR,PRI,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.089,-0.136,0.136,0.075,-0.368,-0.055,-0.261,-0.258,0.428,0.064,-0.247,0.038,0.239,-0.337,-0.134,-0.336,0.24,0.379,0.182,0.719,0.69,0.294,0.614,0.203,-0.017,0.164,0.7,0.538,0.109,0.493,0.463,0.381,0.489,0.64,0.726,0.417,0.66,1.222,0.64,0.254,0.746,0.921,0.991,0.491,0.818,0.776,1.009,0.493,0.649,1.181,0.53,0.831,0.807,0.91,1.19,1.2,1.049,0.858,0.976,1.375,0.867,0.757,1.206,1.569
170,Qatar,QA,QAT,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/ET.",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.522,0.418,0.334,-0.476,0.269,0.33,-0.343,-0.627,0.603,0.232,-0.158,-0.755,-0.253,-0.309,-0.23,-0.48,0.375,0.275,0.918,0.567,0.615,-0.205,-0.902,-0.012,0.329,0.477,0.36,0.472,-0.077,0.401,-0.137,-0.518,0.051,0.693,0.102,0.536,0.109,1.218,1.794,1.027,1.045,1.539,1.269,1.318,0.926,1.719,1.049,1.231,1.177,2.06,1.495,1.439,1.296,1.685,2.121,1.627,1.99,2.099,1.933,1.817,2.249,1.94,2.157,2.345
